No_Prob ; HTN ; CORE ; PDDL
01 ; 54 ;52 ;-1
02 ; 49 ;-1;-1
03 ; 67 ;-1;-1
04 ; 69 ;-1;-1
05 ; -1;-1;-1
06 ; 71 ;-1;-1
07 ; 85 ;-1;-1
08 ; 71 ;-1;-1
09 ; 70 ;64 ;-1
10 ; 69 ;-1;-1
11 ; 77 ;-1;-1
12 ; 65 ;-1;-1
13 ; 82 ;-1;-1
14 ; 79 ;-1;-1
15 ; 89 ;-1;-1
16 ; 76 ;-1;-1
17 ; 84 ;72 ;-1
18 ; 84 ;-1;-1
19 ; 95 ;-1;-1
20 ; 100 ;-1;-1
