No_Prob ; HTN ; CORE ; PDDL 
01 ; 0.08; 0.048;0.00884728
02 ; 0.09; 0.073;0.0175785
03 ; 0.12; 0.077;0.177082
04 ; 0.12; 0.096;0.231799
05 ; 0.16; 0.128;0.16461
06 ; 0.16; 0.127;0.247504
07 ; 0.16; 0.118;0.240855
08 ; 0.23; 0.136;30.9499
09 ; 0.23; 0.167;214.978
11 ; 0.28; 0.176;99.1065
12 ; 0.29; 0.213;-1
13 ; 0.29; 0.266;-1
14 ; 0.82; 0.365;-1
15 ; 1.08; 0.516;-1
16 ; 1.30; 0.537;-1
17 ; 1.59; 0.95;-1
18 ; 2.14; 0.93;-1
19 ; 2.40; 1.379;-1
20 ; 3.14; 1.613;-1
