No_Prob ; HTN ; CORE ; PDDL 
01 ; 0.29; 0.324;29.8792
02 ; 0.42; 0.429;-1
03 ; 0.58; 0.458;-1
04 ; 0.76; 0.551;-1
05 ; 0.92; 0.788;-1
06 ; 1.17; 0.695;-1
07 ; 1.26; 0.756;-1
08 ; 0.54; 1.083;-1
09 ; 0.81; 1.088;-1
10 ; 1.05; 1.36; -1
11 ; 1.55; 1.561;-1
12 ; 1.73; 2.265;-1
13 ; 2.19; 2.324;-1
14 ; 2.77; 2.428;-1
15 ; 0.86; 3.441;-1
16 ; 1.34; 5.014;-1
17 ; 1.97; 6.709;-1
18 ; 2.76; 8.518;-1
19 ; 3.62; 9.831;-1
20 ; 4.64; 11.737;-1
