No_Prob ; HTN ; CORE ; PDDL
01 ; 5 ;5 ;5 
02 ; 13 ;-1;7 
03 ; 5 ;4 ;4 
04 ; -1;-1;-1
05 ; -1;-1;-1
06 ; 17 ;-1;11 
07 ; -1;-1;-1
08 ; -1;-1;-1
09 ; 8 ;-1;8 
10 ; 14 ;10 ;8 
11 ; -1;-1;7 
12 ; -1;-1;-1
13 ; -1;-1;-1
14 ; -1;-1;-1
15 ; 13 ;-1;6 
16 ; -1;-1;-1
17 ; 5 ;4 ;4 
18 ; -1;-1;-1
19 ; 6 ;8 ;6 
20 ; 14 ;8 ;7 
21 ; -1;-1;-1
22 ; -1;-1;-1
23 ; -1;-1;-1
24 ; -1;-1;-1
25 ; 4 ;4 ;4 
26 ; 8 ;-1;6 
27 ; 9 ;-1;5 
28 ; 9 ;-1;7 
29 ; 4 ;-1;4 
30 ; 16 ;-1;9 
