No_Prob ; HTN ; CORE ; PDDL
01 ; 10 ;11 ;10 
02 ; 17 ;17 ;15 
03 ; 31 ;30 ;27 
04 ; 35 ;35 ;30 
05 ; 47 ;47 ;-1
06 ; 60 ;60 ;-1
07 ; 23 ;22 ;21 
08 ; 37 ;37 ;-1
09 ; 59 ;59 ;-1
10 ; 28 ;28 ;24 
11 ; 50 ;49 ;-1
12 ; 66 ;67 ;-1
13 ; 25 ;25 ;25 
14 ; 32 ;32 ;-1
15 ; 68 ;68 ;-1
16 ; 30 ;29 ;-1
17 ; 29 ;28 ;-1
18 ; 74 ;74 ;-1
19 ; 40 ;39 ;-1
20 ; 74 ;74 ;-1
21 ; -1;37 ;-1
22 ; -1;98 ;-1
