No_Prob ; HTN ; CORE ; PDDL 
01 ; 3.12; 7.344;
02 ; 5.80; 6.709;
03 ; 7.33;-1;
04 ; 5.85;-1;
05 ; -1;;
06 ; 7.09;-1;
07 ; 7.70; 26.621;
08 ; 5.98;-1;
09 ; 6.15; 65.943;
10 ; 6.23; 18.776;
11 ;                11.57;-1;
12 ;               160.46;-1;
13 ; 9.52; 48.011;
14 ;                12.41;-1;
15 ;                12.72;;
16 ;                11.23;-1;-1
17 ;                34.77; 28.686;-1
18 ;                12.44;;-1
19 ;                52.57;-1;-1
20 ;                16.75; 59.172;-1
